Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
"Chandiwala Pearl Palace, Shastri Nagar, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,910.0,709.0,2.0,1,22500000,230000.0,22.0,24730.0,2.0,2.0
"K Raheja Interface Heights, Mindspace, Malad West, Mumbai",Ready to move,Semi Furnished,1150.0,925.0,3.0,2,38200000,380000.0,20.0,33220.0,3.0,3.0
"Tagore Road, Santacruz West, Mumbai",Ready to move,Fully Furnished,1700.0,1508.033896,1.0,2,95000000,95000000.0,15.0,55880.0,3.0,4.0
"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1800.0,1250.0,3.0,3,30000000,300000.0,16.0,16670.0,3.0,3.0
"Sai Geeta Darshan, Bhayandar East, Mumbai",Ready to move,Unfurnished,510.0,400.0208292,1.18827696,1,6200000,23365.53313,7.0,12160.0,1.0,1.0
"Tagore Road, Santacruz West, Mumbai",Ready to move,Fully Furnished,3500.0,2623.304863,1.0,3,180000000,180000000.0,15.0,51430.0,4.0,6.0
"Sai Samast, Govandi, Mumbai",Ready to move,Semi Furnished,941.0,724.0,2.0,1,25000000,250000.0,21.0,26570.0,2.0,2.0
"Arch garden phase 2 Vinay Nagar, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Unfurnished,620.0,433.3573075,2.0,1,7000000,87900.99705,10.0,11290.0,1.0,2.0
"Kalpataru Woodsville, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,2000.0,1240.309715,1.0,1,53000000,53000000.0,20.0,26500.0,4.0,4.0
"Srishti Elegance, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,700.0,484.0,2.0,1,11500000,110000.0,22.0,16430.0,2.0,2.0
"Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,490.0,360.0,1.0,0,10000000,100000.0,7.0,20410.0,1.0,1.0
"Cumballa crest, Cumballa Hill, Mumbai",Ready to move,Semi Furnished,1800.0,1998.938863,1.0,2,102500000,102500000.0,12.0,56940.0,3.0,3.0
"Chhatrapati Shivaji International Airport Area, Vile Parle East, Mumbai",Ready to move,Unfurnished,1774.0,1369.151717,1.0,2,57500000,57500000.0,9.0,32410.0,4.0,3.0
"Khar West, Mumbai",Ready to move,Semi Furnished,1500.0,1366.95322,1.073773414,2,70000000,70000000.0,12.0,46670.0,3.0,3.0
"Lokhandwala Green Hills CHS, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,525.0,420.0,1.0,1,10000000,100000.0,7.0,19050.0,1.0,1.0
"NilGiri Society, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1125.0,708.6311651,1.0,1,21500000,21500000.0,7.0,19110.0,2.0,2.0
"Vinay Classic, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,710.0,470.0,2.0,1,6200000,0.0,7.0,8730.0,1.0,1.0
"Byculla East, Byculla, Mumbai",Ready to move,Fully Furnished,950.0,920.8243707,1.0,2,35000000,35000000.0,16.0,36840.0,2.0,2.0
"Mittal Gokul, Naigaon East, Mumbai",Ready to move,Unfurnished,680.0,430.0,1.0,1,2800000,41458.71165,7.0,4120.0,1.0,1.0
"Sai Samasth, Deonar, Govandi, Mumbai",Ready to move,Semi Furnished,1312.0,1056.390036,1.0,1,38500000,38500000.0,23.0,29340.0,3.0,3.0
"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1700.0,1300.0,5.0,3,84000000,840000.0,50.0,49410.0,4.0,4.0
"Kamgaar Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,4500.0,1204.830345,3.0,2,35000000,35000000.0,16.22289789,7780.0,3.0,3.0
"Romell Grandeur, Churi Wadi, Goregaon East, Mumbai",Ready to move,Unfurnished,818.0,718.0,2.0,1,21900000,220000.0,23.0,26770.0,2.0,2.0
"Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,550.0,450.0,1.0,0,11600000,120000.0,14.0,21090.0,1.0,1.0
"R A Residences, Kohinoor Mill, Dadar East, Mumbai",Ready to move,Unfurnished,2050.0,1836.0,4.0,2,85000000,850000.0,46.0,41460.0,3.0,3.0
"Kalpataru Radiance C, Siddharth Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1450.0,1166.0,3.0,2,47000000,0.0,35.0,32410.0,3.0,3.0
"Kalpataru Sparkle, Gandhi Nagar, Bandra East, Mumbai",Ready to move,Semi Furnished,1500.0,1100.0,3.0,4,71100000,710000.0,18.0,47400.0,3.0,3.0
"J k height, Bhayandar East, Mumbai",Ready to move,Semi Furnished,700.0,460.4286053,1.0,1,5500000,54483.5826,10.0,7860.0,1.0,2.0
"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,850.0,765.992754,1.0,1,22000000,22000000.0,7.0,25880.0,2.0,2.0
"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1268.0,1153.0,3.0,2,33000000,330000.0,60.0,26020.0,3.0,3.0
"Omkar Meridia, Kurla West, Mumbai",Ready to move,Semi Furnished,1300.0,1050.0,3.0,1,25000000,250000.0,14.0,19230.0,3.0,3.0
"Veena Serenity, Everard Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,588.0,442.0,2.0,1,10200000,0.0,16.0,17350.0,1.0,1.0
"Gundecha Valley Of Flowers, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,940.0,800.0,3.0,1,25100000,250000.0,7.0,26700.0,3.0,3.0
"Nirmal Nalasopara West, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1400.0,806.9555507,1.0,1,7000000,72639.42654,13.72641456,5000.0,2.0,2.0
"On request , Santacruz West, Mumbai",Ready to move,Semi Furnished,2800.0,1929.610873,3.0,3,121700000,121700000.0,14.0,43480.0,4.0,4.0
"Skycity Oberoi, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1200.0,992.0535484,1.0,2,45000000,45000000.0,52.0,37500.0,3.0,3.0
"Sainath Nagar, Powai, Mumbai",Ready to move,Unfurnished,580.0,471.9392191,1.0,1,11200000,11200000.0,7.0,19310.0,1.0,1.0
"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,861.0,628.0,2.0,1,13600000,200000.0,22.0,15790.0,2.0,2.0
"pavitradham naigaon east, Naigaon East, Mumbai",Ready to move,Unfurnished,500.0,333.3787043,2.0,1,2200000,43567.51259,7.0,4400.0,1.0,2.0
"Supreme Lake Pleasant, Tirandaz, Powai, Mumbai",Ready to move,Semi Furnished,910.0,650.0,2.0,1,19000000,190000.0,22.0,20880.0,2.0,2.0
"Anand Park, Dahisar West, Mumbai",Ready to move,Unfurnished,550.0,440.0,2.0,1,9000000,94356.0952,7.0,16360.0,1.0,1.0
"Lodha Primero, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Semi Furnished,1200.0,915.0,2.0,2,40100000,420000.0,51.0,33420.0,2.0,2.0
"Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,1700.0,1400.0,3.0,2,10500000,210000.0,12.0,6180.0,3.0,3.0
"Nahar Orchid Enclave, Hiranandani Gardens, Powai, Mumbai",Ready to move,Unfurnished,650.0,450.0,1.0,1,12500000,130000.0,18.0,19230.0,1.0,1.0
"Bombay ICC, Spring Mill Complex, Wadala, Mumbai",Ready to move,Semi Furnished,2255.0,1611.0,3.0,2,67900000,680000.0,60.0,30110.0,3.0,3.0
"oberoi Sky City, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1080.0,1070.670532,1.0,2,42500000,42500000.0,61.0,39350.0,3.0,3.0
"Prakash building, Kondivita, Andheri East, Mumbai",Ready to move,Fully Furnished,600.0,451.1340563,2.0,1,13000000,13000000.0,8.0,21670.0,1.0,2.0
"Paryog, Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,950.0,777.2416032,1.0,1,31500000,31500000.0,10.0,33160.0,2.0,2.0
"Runwal Bliss, Kanjurmarg East, Mumbai",Ready to move,Unfurnished,819.0,630.0,1.0,1,20000000,200000.0,25.0,24420.0,2.0,2.0
"Raheja Ridgewood, NESCO, Goregaon East, Mumbai",Ready to move,Semi Furnished,800.0,622.0,2.0,1,23500000,230000.0,22.0,29380.0,2.0,2.0
"Supreme Badrinath, Khar West, Mumbai",Ready to move,Semi Furnished,2300.0,2100.0,4.0,2,180000000,1800000.0,15.0,78260.0,4.0,4.0
"Aman society naigaon east , Naigaon East, Mumbai",Ready to move,Unfurnished,550.0,384.7633808,3.0,1,2800000,49265.72146,4.0,5090.0,1.0,1.0
"beach house, Juhu Tara, Juhu, Mumbai",Ready to move,Semi Furnished,1850.0,1928.46213,3.0,2,125000000,125000000.0,8.0,67570.0,3.0,3.0
"Malvani, Malad West, Mumbai",Ready to move,Semi Furnished,1100.0,1028.434702,3.0,1,23400000,23400000.0,21.0,21270.0,3.0,2.0
"Rizvi Cedar in Malad East, Triveni Nagar, Malad East, Mumbai",Ready to move,Unfurnished,696.0,655.1010155,1.0,1,16500000,16500000.0,23.0,23710.0,2.0,2.0
"Piramal Aranya, Byculla East, Byculla, Mumbai",Ready to move,Unfurnished,1420.0,1160.565769,1.0,2,68000000,680000.0,72.0,47890.0,3.0,3.0
"SHRADDHA CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Fully Furnished,1000.0,853.9567674,1.0,1,24000000,24000000.0,15.0,24000.0,3.0,3.0
"Hiranandani Richmond, Hiranandani Gardens, Powai, Mumbai",Ready to move,Unfurnished,4250.0,3060.0,5.0,4,165000000,1650000.0,20.0,38820.0,5.0,5.0
"Paryog, Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,950.0,777.2416032,1.0,1,31500000,31500000.0,10.0,33160.0,2.0,2.0
"Akshay CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Unfurnished,850.0,680.0000391,1.0,1,20000000,20000000.0,15.0,23530.0,3.0,3.0
"Nil kanth boriwali est, Daulat Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,550.0,405.0090465,1.0,1,11500000,11500000.0,7.0,20910.0,1.0,2.0
"Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,650.0,521.2804302,1.0,1,7422000,8590.273892,11.0,11420.0,1.0,2.0
"Duplex Heights, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,2500.0,1900.0,3.0,3,72500000,730000.0,16.0,29000.0,4.0,4.0
"Ashish Swapnalok Towers, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,800.0,700.0,2.0,2,13500000,270000.0,20.0,16880.0,2.0,2.0
"Kabra Christina, Motilal Nagar I, Goregaon West, Mumbai",Ready to move,Fully Furnished,1000.0,840.0,3.0,2,29000000,19852021.52,13.0,29000.0,3.0,3.0
"JP North Phase 3 Estella, Pleasent Park, Mira Road East, Mumbai",Ready to move,Unfurnished,693.0,450.0,2.0,1,6617000,70000.0,21.0,9550.0,1.0,1.0
"L&T Veridian At Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1200.0,790.0,2.0,1,28000000,280000.0,22.0,23330.0,2.0,2.0
"Space Ashley Tower, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,980.0,700.0,2.0,1,11300000,130000.0,12.0,11530.0,2.0,2.0
"Old building Pantanagar, Best Colony, Ghatkopar East, Mumbai",Ready to move,Unfurnished,600.0,427.0759026,1.0,0,8300000,33215.3407,7.0,13830.0,1.0,1.0
"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,1010.0,718.0,2.0,1,18500000,190000.0,21.0,18320.0,2.0,2.0
"Tilak Nagar, Chembur, Mumbai",Ready to move,Fully Furnished,890.0,696.4829751,1.0,0,17500000,17500000.0,15.0,19660.0,2.0,2.0
"Kabra New Vinay, Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,1000.0,645.0,2.0,2,23000000,230000.0,13.0,23000.0,2.0,2.0
"Sheth Auris Serenity Tower 1, Kanchpada, Malad West, Mumbai",Ready to move,Semi Furnished,1050.0,825.0,2.0,1,23200000,230000.0,69.0,22090.0,2.0,2.0
"PLATINUM AKSHAY CHS LTD , Four Bungalows, Andheri West, Mumbai",Ready to move,Semi Furnished,810.0,616.4925496,1.0,1,22500000,22500000.0,15.0,27800.0,2.0,2.0
"Sunteck Signia High, Asha Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,2095.0,1363.251247,4.0,2,43500000,2057902.626,28.0,20760.0,4.0,4.0
"Wadhwa The Address, Godrej & Boyce Industry Estate, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,1950.0,1300.0,3.0,3,65000000,550000.0,28.0,33330.0,3.0,3.0
"Seven Tides Fortune Gardens, Byculla West, Byculla, Mumbai",Ready to move,Unfurnished,742.0,450.0,1.0,0,13300000,140000.0,25.0,17920.0,1.0,1.0
"Raheja Sherwood, Cama Industrial Estate, Goregaon East, Mumbai",Ready to move,Unfurnished,1070.0,970.0,2.0,1,33000000,330000.0,20.0,30840.0,3.0,3.0
"LD Viceroy, Sindhi Society, Chembur, Mumbai",Ready to move,Semi Furnished,750.0,435.0,2.0,1,13000000,130000.0,14.0,17330.0,1.0,1.0
"Nirmal City Of Joy, Ashok Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1080.0,981.0,2.0,1,23100000,230000.0,24.0,21390.0,2.0,2.0
"Redevelopment prop, Eksar, Borivali West, Mumbai",Ready to move,Semi Furnished,735.0,649.9987519,1.0,1,15500000,15500000.0,7.0,21090.0,2.0,2.0
"Runwal Elegante, Shastri Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1091.0,1129.796549,2.0,2,45700000,18383779.24,27.0,41890.0,3.0,4.0
"Eskay Itus Building, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Semi Furnished,850.0,645.0,2.0,1,28000000,280000.0,26.0,32940.0,2.0,2.0
"MHADA Bombay Dyeing Mill, Wadala West, Wadala, Mumbai",Ready to move,Semi Furnished,2420.0,1590.975702,1.0,3,57000000,35339345.83,45.0,23550.0,4.0,5.0
"palm spring malad west, Malvani, Malad West, Mumbai",Ready to move,Semi Furnished,850.0,765.9999246,2.0,1,22000000,22000000.0,16.0,25880.0,2.0,2.0
"SVP Versova Telephone Exchange, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,2600.0,1431.332244,3.0,2,56000000,56000000.0,7.0,21540.0,5.0,4.0
"Lodha Trump Tower Mumbai, Lower Parel, Mumbai",Ready to move,Semi Furnished,1800.0,1600.0,3.0,2,120000000,1200000.0,78.0,66670.0,4.0,4.0
"Tirupati Poonam Orbit, Queen's Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,700.0,500.0,2.0,1,8500000,104709.0429,7.0,12140.0,2.0,2.0
"Mitha Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,520.0,430.0,2.0,0,9700000,97000.0,8.0,18650.0,1.0,1.0
"Omkar Alta Monte, Kokanipada, Malad East, Mumbai",Ready to move,Unfurnished,3411.0,3311.0,3.0,1,95000000,950000.0,57.0,27850.0,3.0,3.0
"Lodha Woods, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,1250.0,850.0,2.0,1,21500000,210000.0,40.0,17200.0,2.0,2.0
"Goregaon West, Mumbai",Ready to move,Fully Furnished,2100.0,1750.0,5.0,1,62500000,630000.0,17.0,29760.0,5.0,5.0
"Rubberwala White House, Byculla East, Byculla, Mumbai",Ready to move,Semi Furnished,490.0,386.0,1.0,2,18500000,190000.0,21.0,37760.0,1.0,1.0
"Neelkanth Regent Building 3 Wing A and Wing B, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Semi Furnished,1700.0,1100.0,3.0,1,33000000,330000.0,16.0,19410.0,3.0,3.0
"Umiya Oasis, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,1150.0,635.0,2.0,1,11000000,130000.0,14.0,9560.0,2.0,2.0
"Wadhwa Atmosphere Phase 1, Industrial Area, Bhandup West, Mumbai",Ready to move,Fully Furnished,663.0,480.0,2.0,1,19500000,190000.0,35.0,29410.0,2.0,2.0
"LIC Housing Colony, Mulund East, Mumbai",Ready to move,Semi Furnished,560.0,410.0614297,1.0,0,10000000,10000000.0,7.0,17860.0,1.0,1.0
"Parinee 11 West, MHADA Colony, Juhu, Mumbai",Ready to move,Unfurnished,1393.0,1293.0,4.0,1,70000000,0.0,13.0,50250.0,4.0,4.0
"Bombay Island City Centre, Wadala Village, Wadala, Mumbai",Ready to move,Semi Furnished,1611.0,1630.733741,1.0,2,76500000,76500000.0,64.0,47490.0,3.0,3.0
"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2195.0,1400.0,4.0,3,76000000,4158919.518,55.0,34620.0,3.0,3.0
"Parel, Mumbai",Ready to move,Semi Furnished,1600.0,1491.056896,1.0,1,45000000,45000000.0,37.0,28130.0,3.0,3.0
"Sumit Sumit Artista, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1765.0,1100.0,3.0,0,39000000,370000.0,11.0,22100.0,4.0,2.0
"Vile Parle East, Mumbai",Ready to move,Fully Furnished,1590.0,1073.124863,1.0,1,52000000,52000000.0,8.0,32700.0,3.0,3.0
"Shapoorji Pallonji Alpine Shapoorji Pallonji, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,1850.0,1100.0,3.0,2,30500000,330000.0,60.0,16490.0,3.0,3.0
"Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,650.0,410.0003424,1.0,1,8000000,10457.28903,23.0,12310.0,1.0,2.0
"Cumballa Hill, Mumbai",Ready to move,Semi Furnished,2600.0,2500.0,3.0,2,170000000,1700000.0,4.0,65380.0,3.0,3.0
"best project, Chembur, Mumbai",Ready to move,Unfurnished,620.0,663.2531393,1.0,1,16500000,16500000.0,16.0,26610.0,1.0,2.0
"Lodha New Cuffe Parade Lodha Enchante 41st To 45th Floor, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1596.0,1330.0,2.0,2,48000000,480000.0,43.0,30070.0,3.0,3.0
"Hubtown Sunmist, Vijay Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,2250.0,1850.0,4.0,4,71900000,720000.0,15.0,31960.0,4.0,4.0
"SYROYA NEW JAGDAMBA, Marol, Andheri East, Mumbai",Ready to move,Semi Furnished,845.0,658.2794204,1.0,1,21000000,21000000.0,11.0,24850.0,2.0,2.0
"Wadhwa The Address, HMPL Surya Nagar, Vikhroli West, Mumbai",Ready to move,Semi Furnished,1502.0,1045.0,2.0,2,38500000,390000.0,22.0,25630.0,3.0,3.0
"Deep Mandir CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Semi Furnished,550.0,434.5914314,1.0,1,12000000,12000000.0,11.0,21820.0,1.0,1.0
"Kabra Primera, Nutan Laxmi Colony, Juhu, Mumbai",Ready to move,Unfurnished,1150.0,900.0,2.0,1,46800000,470000.0,16.0,40700.0,3.0,3.0
"Juhu Tara, Juhu, Mumbai",Ready to move,Fully Furnished,2000.0,1500.0,3.0,1,81000000,810000.0,6.0,40500.0,3.0,3.0
"Aayush Poornima, Chembur Gaothan, Chembur, Mumbai",Ready to move,Semi Furnished,1280.0,1145.0,2.0,2,35600000,936365.6393,12.0,27810.0,3.0,3.0
"Tagore Road, Santacruz West, Mumbai",Ready to move,Semi Furnished,3000.0,2618.937989,1.0,3,150000000,150000000.0,12.0,50000.0,5.0,6.0
"Lok Everest, Ashok Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1100.0,899.0,2.0,1,17000000,0.0,16.0,15450.0,2.0,2.0
"Lodha New Cuffe Parade Lodha Altia, Sion, Mumbai",Ready to move,Unfurnished,511.0,553.256844,1.0,1,15400000,2361808.747,40.0,30200.0,1.0,2.0
"DB Woods, Gokuldham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1850.0,1255.0,3.0,2,50000000,500000.0,42.0,27030.0,3.0,3.0
"Lords, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,800.0,750.0,2.0,2,15000000,150000.0,22.0,18750.0,2.0,2.0
"Amisha Empire Phase I, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,1050.0,650.0,3.0,1,9800000,0.0,11.0,9330.0,2.0,2.0
"Ajmera Treon, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1316.0,994.0,2.0,1,30800000,310000.0,40.0,23400.0,2.0,2.0
"LIC Housing Colony, Mulund East, Mumbai",Ready to move,Semi Furnished,1020.0,664.1027015,1.0,1,27500000,27500000.0,39.0,26960.0,2.0,2.0
"L And T Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Fully Furnished,1450.0,1365.0,3.0,2,29500000,300000.0,21.0,20340.0,3.0,3.0
"SD Siennaa at Sarova, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,500.0,390.0,2.0,1,12500000,130000.0,26.0,25000.0,1.0,1.0
"Dipti Spaces Aaryavarta, Tarun Bharat, Andheri East, Mumbai",Ready to move,Semi Furnished,956.0,590.0,2.0,1,20000000,200000.0,12.0,20920.0,2.0,2.0
"JP Atria, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,450.0,2.0,0,7600000,77977.66014,22.0,10860.0,1.0,1.0
"Dreamax Vega, Sher E Punjab Colony, Andheri East, Mumbai",Ready to move,Unfurnished,565.0,465.0,2.0,1,13000000,0.0,11.0,23010.0,1.0,1.0
"Adani Western Heights, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Unfurnished,1850.0,1424.394651,3.0,2,54000000,540000.0,28.0,29190.0,4.0,3.0
"Star Sky Sayba Heights, Nehru Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,1019.0,818.0,3.0,1,15900000,0.0,17.0,15600.0,3.0,3.0
"Lokhandwala Whispering Palms Exclusive, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Fully Furnished,1655.0,1200.0,3.0,1,32500000,360000.0,21.0,19640.0,3.0,3.0
"Serenity Complex, Anand Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1050.0,750.0,2.0,1,21500000,210000.0,8.0,20480.0,2.0,2.0
"K C tower, Devki Nagar, Borivali West, Mumbai",Ready to move,Unfurnished,1050.0,651.1178583,1.0,1,14400000,14400000.0,9.0,13710.0,2.0,2.0
"Lodha Venezia, Lal Baug, Parel, Mumbai",Ready to move,Semi Furnished,1750.0,1150.0,3.0,2,56000000,560000.0,62.0,32000.0,3.0,3.0
"Raghav One, Rajiv Gandhi Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,415.0,315.0,2.0,0,11000000,110000.0,19.0,26510.0,1.0,1.0
"Vidya Darshan CHS, Kannamwar Nagar II, Vikhroli East, Mumbai",Ready to move,Semi Furnished,575.0,450.0,2.0,1,9500000,94999.9975,15.0,16520.0,2.0,2.0
"Lodha Bel Air, Momin Nagar, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,892.0,744.0,2.0,1,25000000,250000.0,23.0,28030.0,2.0,2.0
"Lodha Aqua, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,740.0,700.0,2.0,1,12300000,12281123.28,15.0,16620.0,2.0,2.0
"Sanghvi Ecocity, Pandurang Wadi, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,450.0,2.0,0,7500000,40038.70936,20.0,10710.0,1.0,1.0
"Sheth Golden Willows, Veena Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1950.0,1275.0,3.0,1,37500000,380000.0,27.0,19230.0,3.0,3.0
"Ajmera Zeon, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,927.0,844.1100791,2.0,2,33000000,330000.0,34.0,35600.0,2.0,2.0
"JSB Nakshatra Ozone, Naigaon East, Mumbai",Ready to move,Semi Furnished,500.0,330.0,2.0,1,2500000,0.0,14.0,5000.0,1.0,1.0
"Huges 49 Elina, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,650.0,470.0,2.0,0,12000000,120000.0,14.0,18460.0,1.0,1.0
"Lokhandwala Octacrest, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Fully Furnished,1090.0,752.2386626,2.0,1,22500000,230000.0,18.0,20640.0,2.0,2.0
" Jainam Elysium, Anand Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,777.0,545.0,2.0,1,14000000,140000.0,23.0,18020.0,2.0,2.0
"Nine Sea Grapes, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,915.0,640.0,2.0,2,4100000,79999.0,7.0,4480.0,2.0,2.0
"Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,2160.0,1700.0,4.0,2,60000000,600000.0,25.0,27780.0,4.0,4.0
"Omkar Raga, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,750.0,500.0,1.0,1,13200000,130000.0,14.0,17600.0,1.0,1.0
"HDIL Dheeraj Upvan 2, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,560.0,421.0,2.0,0,9200000,92000.0,8.0,16430.0,1.0,1.0
"JSB Nakshatra Primus, Naigaon East, Mumbai",Ready to move,Unfurnished,530.0,462.791932,3.0,1,2500000,48692.80773,14.0,4720.0,1.0,1.0
"Sai Sunrise Apartment, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,490.0,390.0,1.0,1,2800000,56000.0,7.0,5710.0,1.0,1.0
"Lokhandwala Imperial Heights, Pali Hill, Bandra West, Mumbai",Ready to move,Semi Furnished,3600.0,3500.0,4.0,3,150000000,1500000.0,10.0,41670.0,4.0,4.0
"Potohar Nagar, Tagore Road, Santacruz West, Mumbai",Ready to move,Unfurnished,3000.0,2623.304326,1.0,1,180000000,180000000.0,16.0,60000.0,4.0,4.0
"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1164.0,1000.0,3.0,5,28500000,290000.0,15.0,24480.0,3.0,3.0
"Indaryani CHS, Postal Colony, Chembur, Mumbai",Ready to move,Semi Furnished,510.0,405.0,2.0,1,10500000,110000.0,12.0,20590.0,1.0,1.0
"Tilak Nagar, Chembur, Mumbai",Ready to move,Fully Furnished,798.0,675.5670557,1.0,1,18000000,18000000.0,16.0,22560.0,2.0,2.0
"Five garden, Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,1005.0,1228.029243,1.0,1,40000000,40000000.0,10.0,39800.0,2.0,2.0
"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,550.0,450.0,2.0,1,6500000,65000.0,34.0,11820.0,1.0,1.0
"Kasaravadi, Dadar West, Mumbai",Ready to move,Unfurnished,1900.0,1755.987981,2.0,3,65100000,52.07436477,30.0,34270.0,4.0,5.0
"Srishti Synchronicity, Sainath Nagar, Powai, Mumbai",Ready to move,Unfurnished,1465.0,986.0,2.0,2,29500000,298034.5548,17.0,20140.0,3.0,3.0
"Arihant Residency, Samarth Nagar, Sion, Mumbai",Ready to move,Semi Furnished,728.0,428.0,2.0,1,13500000,1716904.682,23.0,18540.0,1.0,1.0
"Poonam Pallazo, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,550.0,385.0,1.0,1,2800000,49185.695,11.0,5090.0,1.0,1.0
"Bafhira Nagar, Malad West, Mumbai",Ready to move,Unfurnished,650.0,400.0,2.0,1,7400000,120547.005,4.0,11380.0,1.0,1.0
